index,SongID,TimeStamp_Central,Performer,Album,Song,TimeStamp_UTC
26106,Home by the Sea - 2007 RemasterGenesis,10/9/2019 2:55:00 PM,Genesis,Genesis,Home by the Sea - 2007 Remaster,10/9/2019 7:55:00 PM
26107,Something From Outer SpaceVibe Street,10/9/2019 2:49:00 PM,Vibe Street,She Makes Me Feel EP,Something From Outer Space,10/9/2019 7:49:00 PM
26108,Super Rich KidsFrank Ocean,10/9/2019 2:43:00 PM,Frank Ocean,channel ORANGE,Super Rich Kids,10/9/2019 7:43:00 PM
26109,DragulaRob Zombie,10/9/2019 2:34:00 PM,Rob Zombie,Best Of/20th Century,Dragula,10/9/2019 7:34:00 PM
26110,Lose Yourself - From 8 Mile SoundtrackEminem,10/9/2019 2:29:00 PM,Eminem,SHADYXV,Lose Yourself - From 8 Mile Soundtrack,10/9/2019 7:29:00 PM
26111,Jack Is BackSonia Leigh,10/9/2019 2:26:00 PM,Sonia Leigh,Jack Is Back,Jack Is Back,10/9/2019 7:26:00 PM
26112,Hold on I'm ComingWelshly Arms,10/9/2019 2:21:00 PM,Welshly Arms,Covers EP,Hold on I'm Coming,10/9/2019 7:21:00 PM
26113,Chop Suey!System of a Down,10/9/2019 2:18:00 PM,System of a Down,Toxicity,Chop Suey!,10/9/2019 7:18:00 PM
26114,Evil TwinKrrum,10/9/2019 2:14:00 PM,Krrum,Evil Twin,Evil Twin,10/9/2019 7:14:00 PM
26115,Children Of The SunBilly Thorpe,10/9/2019 2:07:00 PM,Billy Thorpe,Children Of The Sun...Revisited,Children Of The Sun,10/9/2019 7:07:00 PM
26116,The Next EpisodeDr. Dre,10/9/2019 2:05:00 PM,Dr. Dre,2001,The Next Episode,10/9/2019 7:05:00 PM
26117,OverkillMotörhead,10/9/2019 8:47:00 AM,Motörhead,Overkill (Deluxe Edition),Overkill,10/9/2019 1:47:00 PM
26118,Girl CrushLittle Big Town,10/8/2019 4:48:00 PM,Little Big Town,Pain Killer,Girl Crush,10/8/2019 9:48:00 PM
26119,Don't Take My Man to IdahoJessica Hernandez and the Deltas,10/8/2019 4:45:00 PM,Jessica Hernandez and the Deltas,Deceptacon / Don't Take My Man to Idaho - Single,Don't Take My Man to Idaho,10/8/2019 9:45:00 PM
26120,No Sugar TonightThe Guess Who,10/8/2019 4:40:00 PM,The Guess Who,The Best Of The Guess Who,No Sugar Tonight,10/8/2019 9:40:00 PM
26121,Fashionable PeopleJoel Plaskett Emergency,10/8/2019 4:36:00 PM,Joel Plaskett Emergency,Ashtray Rock,Fashionable People,10/8/2019 9:36:00 PM
26122,Moments PassedDermot Kennedy,10/8/2019 4:29:00 PM,Dermot Kennedy,Moments Passed,Moments Passed,10/8/2019 9:29:00 PM
26123,By My SideThe Rides,10/8/2019 4:24:00 PM,The Rides,Pierced Arrow (Deluxe Edition),By My Side,10/8/2019 9:24:00 PM
26124,Piece Of Your Mind feat. Iona Swift and Beat Fatigue - Grid Division RemixCheshire,10/8/2019 3:43:00 PM,Cheshire,Smokescreens & Somersaults (The Remixes),Piece Of Your Mind feat. Iona Swift and Beat Fatigue - Grid Division Remix,10/8/2019 8:43:00 PM
26125,I Mean SomethingPeaches,10/8/2019 3:40:00 PM,Peaches,RUB,I Mean Something,10/8/2019 8:40:00 PM
26126,BodysnatchersDave Rawlings Machine,10/8/2019 3:34:00 PM,Dave Rawlings Machine,Nashville Obsolete,Bodysnatchers,10/8/2019 8:34:00 PM
26127,Forever MineAndra Day,10/8/2019 3:30:00 PM,Andra Day,Forever Mine,Forever Mine,10/8/2019 8:30:00 PM
26128,Queso BlancoQuaker City Night Hawks,10/8/2019 3:27:00 PM,Quaker City Night Hawks,Queso Blanco,Queso Blanco,10/8/2019 8:27:00 PM
26129,DreamcatchersOdetta Hartman,10/8/2019 3:25:00 PM,Odetta Hartman,222,Dreamcatchers,10/8/2019 8:25:00 PM
26130,Pool Of Booze Booze BoozaVolbeat,10/8/2019 3:22:00 PM,Volbeat,The Strength / The Sound / The Songs,Pool Of Booze Booze Booza,10/8/2019 8:22:00 PM
26131,NevermindDennis Lloyd,10/8/2019 3:19:00 PM,Dennis Lloyd,Nevermind,Nevermind,10/8/2019 8:19:00 PM
26132,CrooksMike Pinto,10/8/2019 3:13:00 PM,Mike Pinto,Hotel Rendezvous,Crooks,10/8/2019 8:13:00 PM
26133,Oh My Dear LordThe Unlikely Candidates,10/8/2019 3:10:00 PM,The Unlikely Candidates,Oh My Dear Lord,Oh My Dear Lord,10/8/2019 8:10:00 PM
26134,Come With Me NowKONGOS,10/8/2019 3:07:00 PM,KONGOS,Come With Me Now - Single,Come With Me Now,10/8/2019 8:07:00 PM
26135,One TimeMarian Hill,10/8/2019 3:03:00 PM,Marian Hill,Sway,One Time,10/8/2019 8:03:00 PM
26136,Twitch and TugHugo,10/8/2019 3:00:00 PM,Hugo,Deep In the Long Grass,Twitch and Tug,10/8/2019 8:00:00 PM
26137,How LongCharlie Puth,10/8/2019 2:57:00 PM,Charlie Puth,Voicenotes,How Long,10/8/2019 7:57:00 PM
26138,Sing Along - DemoRobert Ellis,10/8/2019 2:43:00 PM,Robert Ellis,The Lights From The Chemical Plant (Deluxe Edition),Sing Along - Demo,10/8/2019 7:43:00 PM
26139,FireBarns Courtney,10/8/2019 2:40:00 PM,Barns Courtney,Fire,Fire,10/8/2019 7:40:00 PM
26140,HomeMoontricks,10/8/2019 2:35:00 PM,Moontricks,Home EP,Home,10/8/2019 7:35:00 PM
26141,HomeMoontricks,10/8/2019 1:48:00 PM,Moontricks,Home EP,Home,10/8/2019 6:48:00 PM
26142,Mind Of A JunkieAnders Osborne,10/8/2019 1:41:00 PM,Anders Osborne,Black Eye Galaxy,Mind Of A Junkie,10/8/2019 6:41:00 PM
26143,No Grave (feat. Def3)Late Night Radio,10/8/2019 1:36:00 PM,Late Night Radio,Reflective Tangents,No Grave (feat. Def3),10/8/2019 6:36:00 PM
26144,Divisionary (Do The Right Thing)Ages and Ages,10/8/2019 8:41:00 AM,Ages and Ages,Divisionary,Divisionary (Do The Right Thing),10/8/2019 1:41:00 PM
26145,Atlas Rise!Metallica,10/8/2019 8:35:00 AM,Metallica,Atlas Rise!,Atlas Rise!,10/8/2019 1:35:00 PM
26146,Hope Dies (feat. Patricia Lynn)Zeale,10/8/2019 8:30:00 AM,Zeale,Hope Dies (feat. Patricia Lynn),Hope Dies (feat. Patricia Lynn),10/8/2019 1:30:00 PM
26147,Hi HoThe War and Treaty,10/8/2019 8:27:00 AM,The War and Treaty,Hi Ho,Hi Ho,10/8/2019 1:27:00 PM
26148,You Are My Sunshine (with Chris Stapleton)Morgane Stapleton,10/8/2019 8:21:00 AM,Morgane Stapleton,You Are My Sunshine (with Chris Stapleton),You Are My Sunshine (with Chris Stapleton),10/8/2019 1:21:00 PM
26149,Go It AloneBeck,10/8/2019 8:16:00 AM,Beck,Guero,Go It Alone,10/8/2019 1:16:00 PM
26150,Sex and CandyMaroon 5,10/8/2019 8:12:00 AM,Maroon 5,V (Deluxe),Sex and Candy,10/8/2019 1:12:00 PM
26151,CloseNick Jonas,10/8/2019 8:08:00 AM,Nick Jonas,Last Year Was Complicated,Close,10/8/2019 1:08:00 PM
26152,Come HomeAntix,10/8/2019 8:03:00 AM,Antix,Come Home,Come Home,10/8/2019 1:03:00 PM
26153,Fire on the HorizonStick Figure,10/8/2019 7:52:00 AM,Stick Figure,Set in Stone,Fire on the Horizon,10/8/2019 12:52:00 PM
26154,JellyOPIUO,10/8/2019 7:48:00 AM,OPIUO,Omniversal,Jelly,10/8/2019 12:48:00 PM
26155,OneStig Of The Dump,10/8/2019 7:45:00 AM,Stig Of The Dump,Cannon Fodder EP,One,10/8/2019 12:45:00 PM
26156,It Ain't All Good (But It's All Good)Tribal Hoose,10/8/2019 7:42:00 AM,Tribal Hoose,Hoose,It Ain't All Good (But It's All Good),10/8/2019 12:42:00 PM
26157,Sing Along - DemoRobert Ellis,10/8/2019 7:38:00 AM,Robert Ellis,The Lights From The Chemical Plant (Deluxe Edition),Sing Along - Demo,10/8/2019 12:38:00 PM
26158,1776 - Remixed & RemasteredIced Earth,10/8/2019 7:34:00 AM,Iced Earth,Something Wicked This Way Comes,1776 - Remixed & Remastered,10/8/2019 12:34:00 PM
26159,OctaHateRyn Weaver,10/8/2019 7:31:00 AM,Ryn Weaver,The Fool,OctaHate,10/8/2019 12:31:00 PM
26160,Lady You Shot MeHar Mar Superstar,10/8/2019 7:28:00 AM,Har Mar Superstar,Bye Bye 17,Lady You Shot Me,10/8/2019 12:28:00 PM
26161,Pacing Like PrinceRyan Montbleau Band,10/7/2019 9:35:00 PM,Ryan Montbleau Band,Growing Light,Pacing Like Prince,10/8/2019 2:35:00 AM
26162,Evil Friends (feat. Danny Brown) - Jake One RemixPortugal. The Man,10/7/2019 9:31:00 PM,Portugal. The Man,Evil Friends Remix EP,Evil Friends (feat. Danny Brown) - Jake One Remix,10/8/2019 2:31:00 AM
26163,Wild WorldCassandra Jenkins,10/7/2019 9:28:00 PM,Cassandra Jenkins,Wild World,Wild World,10/8/2019 2:28:00 AM
26164,Paper PlanesM.I.A.,10/7/2019 9:24:00 PM,M.I.A.,Kala,Paper Planes,10/8/2019 2:24:00 AM
26165,He Calls Me MamaMaggie Koerner,10/7/2019 9:21:00 PM,Maggie Koerner,Neutral Ground,He Calls Me Mama,10/8/2019 2:21:00 AM
26166,King and CrossÁsgeir,10/7/2019 9:17:00 PM,Ásgeir,In the Silence,King and Cross,10/8/2019 2:17:00 AM
26167,Let's Get RockedDef Leppard,10/7/2019 9:13:00 PM,Def Leppard,Adrenalize,Let's Get Rocked,10/8/2019 2:13:00 AM
26168,The Boys of SummerRoadkill Ghost Choir,10/7/2019 9:06:00 PM,Roadkill Ghost Choir,Keep It Under Cover - EP,The Boys of Summer,10/8/2019 2:06:00 AM
26169,30000 ft.Blue Healer,10/7/2019 9:02:00 PM,Blue Healer,Blue Healer,30000 ft.,10/8/2019 2:02:00 AM
26170,Still D.R.E.Dr. Dre,10/7/2019 8:58:00 PM,Dr. Dre,2001,Still D.R.E.,10/8/2019 1:58:00 AM
26171,Walking On The MoonThe Infamous Stringdusters,10/7/2019 8:53:00 PM,The Infamous Stringdusters,Silver Sky,Walking On The Moon,10/8/2019 1:53:00 AM
26172,Room 302Future Brown,10/7/2019 8:50:00 PM,Future Brown,Future Brown,Room 302,10/8/2019 1:50:00 AM
26173,This Land Is Your LandMy Morning Jacket,10/7/2019 8:46:00 PM,My Morning Jacket,This Land Is Your Land,This Land Is Your Land,10/8/2019 1:46:00 AM
26174,CloudlineJoseph,10/7/2019 8:42:00 PM,Joseph,Native Dreamer Kin,Cloudline,10/8/2019 1:42:00 AM
26175,You Can Bring Me FlowersRay LaMontagne,10/7/2019 8:38:00 PM,Ray LaMontagne,Till The Sun Turns Black,You Can Bring Me Flowers,10/8/2019 1:38:00 AM
26176,Old Man & MeHorseshoes & Hand Grenades,10/7/2019 8:35:00 PM,Horseshoes & Hand Grenades,Middle Western,Old Man & Me,10/8/2019 1:35:00 AM
26177,Abacab - 2007 RemasterGenesis,10/7/2019 8:28:00 PM,Genesis,Abacab (2007 Remaster),Abacab - 2007 Remaster,10/8/2019 1:28:00 AM
26178,One Track MindSpanish Gold,10/7/2019 8:23:00 PM,Spanish Gold,South Of Nowhere,One Track Mind,10/8/2019 1:23:00 AM
26179,Raining BloodSlayer,10/7/2019 8:19:00 PM,Slayer,Reign in Blood,Raining Blood,10/8/2019 1:19:00 AM
26180,Waste the NightKatastro,10/7/2019 8:16:00 PM,Katastro,Strange Nights,Waste the Night,10/8/2019 1:16:00 AM
26181,Bullet With a NameNonpoint,10/7/2019 8:13:00 PM,Nonpoint,To the Pain,Bullet With a Name,10/8/2019 1:13:00 AM
26182,Just KidsMat Kearney,10/7/2019 8:08:00 PM,Mat Kearney,JUST KIDS (Deluxe Edition),Just Kids,10/8/2019 1:08:00 AM
26183,StayRihanna,10/7/2019 8:04:00 PM,Rihanna,Unapologetic (Deluxe),Stay,10/8/2019 1:04:00 AM
26184,OverkillMetallica,10/7/2019 8:00:00 PM,Metallica,Garage Inc.,Overkill,10/8/2019 1:00:00 AM
26185,Could Have Been MeThe Struts,10/7/2019 7:57:00 PM,The Struts,Everybody Wants,Could Have Been Me,10/8/2019 12:57:00 AM
26186,Twenty Past FourKognitif,10/7/2019 4:48:00 PM,Kognitif,Soul Food,Twenty Past Four,10/7/2019 9:48:00 PM
26187,No GoodKaleo,10/7/2019 4:44:00 PM,Kaleo,No Good,No Good,10/7/2019 9:44:00 PM
26188,Lights OnBig Grams,10/7/2019 4:38:00 PM,Big Grams,Big Grams,Lights On,10/7/2019 9:38:00 PM
26189,FirstCold War Kids,10/7/2019 4:35:00 PM,Cold War Kids,Hold My Home,First,10/7/2019 9:35:00 PM
26190,LOVE 3X - R3hab RemixZZ Ward,10/7/2019 4:31:00 PM,ZZ Ward,LOVE 3X Remixes,LOVE 3X - R3hab Remix,10/7/2019 9:31:00 PM
26191,Vision FiberopticsThe Polish Ambassador,10/7/2019 4:25:00 PM,The Polish Ambassador,Pushing Through the Pavement,Vision Fiberoptics,10/7/2019 9:25:00 PM
26192,Hang Me Up to DryCold War Kids,10/7/2019 4:10:00 PM,Cold War Kids,Robbers & Cowards,Hang Me Up to Dry,10/7/2019 9:10:00 PM
26193,Electric AvenueSkindred,10/7/2019 4:03:00 PM,Skindred,Shark Bites and Dog Fights,Electric Avenue,10/7/2019 9:03:00 PM
26194,Red Hot LightsMoon Taxi,10/7/2019 3:59:00 PM,Moon Taxi,DAYBREAKER,Red Hot Lights,10/7/2019 8:59:00 PM
26195,Fever PitchRainbow Kitten Surprise,10/7/2019 3:57:00 PM,Rainbow Kitten Surprise,How To: Friend Love Freefall,Fever Pitch,10/7/2019 8:57:00 PM
26196,Miss MaybelleNorth Mississippi Allstars,10/7/2019 3:54:00 PM,North Mississippi Allstars,Prayer for Peace,Miss Maybelle,10/7/2019 8:54:00 PM
26197,The ForceLettuce,10/7/2019 3:50:00 PM,Lettuce,Crush,The Force,10/7/2019 8:50:00 PM
26198,Head OnJamestown Revival,10/7/2019 11:51:00 AM,Jamestown Revival,The Education of a Wandering Man,Head On,10/7/2019 4:51:00 PM
26199,Shit In Your CutModest Mouse,10/7/2019 11:47:00 AM,Modest Mouse,Strangers to Ourselves,Shit In Your Cut,10/7/2019 4:47:00 PM
26200,Life In The CityTurkuaz,10/7/2019 11:41:00 AM,Turkuaz,Life in the City,Life In The City,10/7/2019 4:41:00 PM
26201,LevelThe Raconteurs,10/7/2019 11:39:00 AM,The Raconteurs,Broken Boy Soldiers,Level,10/7/2019 4:39:00 PM
26202,Jackie and WilsonHozier,10/7/2019 11:35:00 AM,Hozier,Hozier,Jackie and Wilson,10/7/2019 4:35:00 PM
26203,Ain't No Rest for the WickedCage the Elephant,10/7/2019 11:32:00 AM,Cage the Elephant,Cage the Elephant,Ain't No Rest for the Wicked,10/7/2019 4:32:00 PM
26204,Flagpole SittaHarvey Danger,10/7/2019 11:29:00 AM,Harvey Danger,Where Have All the Merrymakers Gone?,Flagpole Sitta,10/7/2019 4:29:00 PM
26205,Silver DaggerCharley Crockett,10/7/2019 10:29:00 AM,Charley Crockett,In The Night,Silver Dagger,10/7/2019 3:29:00 PM
26206,Casino (Bad Things)Houndmouth,10/7/2019 10:26:00 AM,Houndmouth,From the Hills Below the City,Casino (Bad Things),10/7/2019 3:26:00 PM
26207,Satellite - JordanXL RemixGuster,10/7/2019 10:24:00 AM,Guster,Satellite (JordanXL Remix),Satellite - JordanXL Remix,10/7/2019 3:24:00 PM
26208,Whiskey Bottle (feat. Junior Raimey & Junior Raimey)Ziggy Pockets,10/7/2019 10:21:00 AM,Ziggy Pockets,Another Drunk Tellin' Lies and Stories,Whiskey Bottle (feat. Junior Raimey & Junior Raimey),10/7/2019 3:21:00 PM
26209,Get at MeThe Main Squeeze,10/7/2019 9:01:00 AM,The Main Squeeze,Without a Sound,Get at Me,10/7/2019 2:01:00 PM
26210,Song for UsBig Something,10/7/2019 8:54:00 AM,Big Something,Tumbleweed,Song for Us,10/7/2019 1:54:00 PM
26211,High HopesPanic! at the Disco,10/7/2019 8:52:00 AM,Panic! at the Disco,Pray for the Wicked,High Hopes,10/7/2019 1:52:00 PM
26212,FRIENDSMarshmello,10/7/2019 8:40:00 AM,Marshmello,FRIENDS,FRIENDS,10/7/2019 1:40:00 PM
26213,ThunderImagine Dragons,10/7/2019 8:37:00 AM,Imagine Dragons,Evolve,Thunder,10/7/2019 1:37:00 PM
26214,Come TogetherGary Clark Jr.,10/7/2019 8:34:00 AM,Gary Clark Jr.,Come Together,Come Together,10/7/2019 1:34:00 PM
26215,Save Me Some SunshineRafferty,10/7/2019 8:28:00 AM,Rafferty,Save Me Some Sunshine,Save Me Some Sunshine,10/7/2019 1:28:00 PM
26216,Southerly ChangeMitch King,10/7/2019 8:22:00 AM,Mitch King,Southerly Change,Southerly Change,10/7/2019 1:22:00 PM
26217,WarBlack Stone Cherry,10/7/2019 8:10:00 AM,Black Stone Cherry,Kentucky (Deluxe Edition),War,10/7/2019 1:10:00 PM
26218,Here Come the RuntsAwolnation,10/7/2019 8:07:00 AM,Awolnation,Here Come The Runts,Here Come the Runts,10/7/2019 1:07:00 PM
26219,Good FeelBoy Named Banjo,10/7/2019 7:59:00 AM,Boy Named Banjo,Long Story Short,Good Feel,10/7/2019 12:59:00 PM
26220,Life has ValueChill Bump,10/7/2019 7:56:00 AM,Chill Bump,Hidden Strings - EP,Life has Value,10/7/2019 12:56:00 PM
26221,Work Away (feat. David Myles)Classified,10/7/2019 7:52:00 AM,Classified,Greatful,Work Away (feat. David Myles),10/7/2019 12:52:00 PM
26222,WelcomeK. Sparks,10/7/2019 7:41:00 AM,K. Sparks,Tomorrow Today,Welcome,10/7/2019 12:41:00 PM
26223,Space TreeMedium Troy,10/7/2019 7:37:00 AM,Medium Troy,Space Tree - Single,Space Tree,10/7/2019 12:37:00 PM
26224,So Many PlacesVokab Kompany,10/7/2019 7:33:00 AM,Vokab Kompany,VKCE,So Many Places,10/7/2019 12:33:00 PM
26225,Give in to MeMichael Jackson,10/6/2019 9:51:00 PM,Michael Jackson,Dangerous,Give in to Me,10/7/2019 2:51:00 AM
26226,Give in to MeMichael Jackson,10/6/2019 4:25:00 PM,Michael Jackson,Dangerous,Give in to Me,10/6/2019 9:25:00 PM
26227,Who Is ItMichael Jackson,10/6/2019 4:18:00 PM,Michael Jackson,Dangerous,Who Is It,10/6/2019 9:18:00 PM
26228,Black or WhiteMichael Jackson,10/6/2019 4:14:00 PM,Michael Jackson,Dangerous,Black or White,10/6/2019 9:14:00 PM
26229,Ballad Of The Sad Young MenCharles Lloyd & The Marvels,10/6/2019 4:09:00 PM,Charles Lloyd & The Marvels,Vanished Gardens,Ballad Of The Sad Young Men,10/6/2019 9:09:00 PM
26230,Angel Eyes - StudioTommy Flanagan,10/6/2019 4:04:00 PM,Tommy Flanagan,The Trio,Angel Eyes - Studio,10/6/2019 9:04:00 PM
26231,Gary's Theme - RemasteredBill Evans,10/6/2019 3:59:00 PM,Bill Evans,You Must Believe in Spring,Gary's Theme - Remastered,10/6/2019 8:59:00 PM
26232,Vid Frösö kyrka - From FrösöblomsterTrio X of Sweden,10/6/2019 3:54:00 PM,Trio X of Sweden,Träumerei,Vid Frösö kyrka - From Frösöblomster,10/6/2019 8:54:00 PM
26233,The Folks Who Live On The HillJoshua Redman,10/6/2019 3:50:00 PM,Joshua Redman,Walking Shadows,The Folks Who Live On The Hill,10/6/2019 8:50:00 PM
26234,Didn't Know About YouJohnny Hodges & His Orchestra,10/6/2019 3:47:00 PM,Johnny Hodges & His Orchestra,Blues-a-Plenty (feat. Ben Webster) [Bonus Track Version],Didn't Know About You,10/6/2019 8:47:00 PM
26235,Pretty WomenConnie Han,10/6/2019 3:40:00 PM,Connie Han,Crime Zone,Pretty Women,10/6/2019 8:40:00 PM
26236,EleanorHank Jones,10/6/2019 3:36:00 PM,Hank Jones,West Of 5th,Eleanor,10/6/2019 8:36:00 PM
26237,Ballad for MCGrace Kelly,10/6/2019 3:33:00 PM,Grace Kelly,Trying to Figure It Out,Ballad for MC,10/6/2019 8:33:00 PM
26238,Gloomy SundayBranford Marsalis Quartet,10/6/2019 3:20:00 PM,Branford Marsalis Quartet,Eternal,Gloomy Sunday,10/6/2019 8:20:00 PM
26239,La fin justifie les moyensJoran Cariou Trio,10/6/2019 3:13:00 PM,Joran Cariou Trio,The Path Up,La fin justifie les moyens,10/6/2019 8:13:00 PM
26240,Sous le Ciel de ParisJacky Terrasson,10/6/2019 3:09:00 PM,Jacky Terrasson,Smile,Sous le Ciel de Paris,10/6/2019 8:09:00 PM
26241,Up Jumped SpringEric Reed,10/6/2019 3:00:00 PM,Eric Reed,Everybody Gets the Blues,Up Jumped Spring,10/6/2019 8:00:00 PM
26242,I Remember CliffordLee Morgan,10/6/2019 2:53:00 PM,Lee Morgan,The Best Of Lee Morgan,I Remember Clifford,10/6/2019 7:53:00 PM
26243,Before It's Time to Say GoodbyeKenny Garrett,10/6/2019 2:47:00 PM,Kenny Garrett,Songbook,Before It's Time to Say Goodbye,10/6/2019 7:47:00 PM
26244,Getting Ready To Get DownJosh Ritter,10/6/2019 1:03:00 PM,Josh Ritter,Sermon on the Rocks,Getting Ready To Get Down,10/6/2019 6:03:00 PM
26245,Don't Wanna FightAlabama Shakes,10/6/2019 12:59:00 PM,Alabama Shakes,Sound & Color,Don't Wanna Fight,10/6/2019 5:59:00 PM
26246,Hide in Plain SightJim James,10/6/2019 12:55:00 PM,Jim James,Eternally Even,Hide in Plain Sight,10/6/2019 5:55:00 PM
26247,Darlin'Houndmouth,10/6/2019 12:51:00 PM,Houndmouth,Little Neon Limelight,Darlin',10/6/2019 5:51:00 PM
26248,FanfareMagic City Hippies,10/6/2019 12:48:00 PM,Magic City Hippies,Hippie Castle EP,Fanfare,10/6/2019 5:48:00 PM
26249,Sail - Unlimited Gravity RemixAwolnation,10/6/2019 12:42:00 PM,Awolnation,Megalithic Symphony Deluxe,Sail - Unlimited Gravity Remix,10/6/2019 5:42:00 PM
26250,The Perfect PartsShakey Graves,10/6/2019 12:38:00 PM,Shakey Graves,And the War Came,The Perfect Parts,10/6/2019 5:38:00 PM
26251,All The TimeBahamas,10/6/2019 12:34:00 PM,Bahamas,Bahamas is Afie,All The Time,10/6/2019 5:34:00 PM
26252,Love Is Mystical - 3L SerenoCold War Kids,10/6/2019 12:31:00 PM,Cold War Kids,Love Is Re-Myxtical,Love Is Mystical - 3L Sereno,10/6/2019 5:31:00 PM
26253,War NervePantera,10/6/2019 11:31:00 AM,Pantera,The Great Southern Trendkill,War Nerve,10/6/2019 4:31:00 PM
26254,One ThingFinger Eleven,10/6/2019 11:19:00 AM,Finger Eleven,Finger Eleven,One Thing,10/6/2019 4:19:00 PM
26255,CountingKorn,10/6/2019 11:15:00 AM,Korn,Issues,Counting,10/6/2019 4:15:00 PM
26256,SilencedMudvayne,10/6/2019 11:13:00 AM,Mudvayne,The End of All Things to Come,Silenced,10/6/2019 4:13:00 PM
26257,NaimaJohn Coltrane,10/6/2019 8:56:00 AM,John Coltrane,Giant Steps (Deluxe Edition),Naima,10/6/2019 1:56:00 PM
26258,Diamonds And PearlsMarcin Wasilewski Trio,10/6/2019 8:50:00 AM,Marcin Wasilewski Trio,January,Diamonds And Pearls,10/6/2019 1:50:00 PM
26259,God Bless the ChildSonny Rollins,10/6/2019 8:43:00 AM,Sonny Rollins,The Essential Sonny Rollins: The RCA Years,God Bless the Child,10/6/2019 1:43:00 PM
26260,Blue In Green (Take 3)Bill Evans,10/6/2019 8:37:00 AM,Bill Evans,Portrait In Jazz [Keepnews Collection],Blue In Green (Take 3),10/6/2019 1:37:00 PM
26261,Stormy WeatherOscar Peterson,10/6/2019 8:34:00 AM,Oscar Peterson,American Songbook Essentials (Remastered 2011),Stormy Weather,10/6/2019 1:34:00 PM
26262,TimelessJohn Abercrombie,10/5/2019 7:24:00 PM,John Abercrombie,Timeless,Timeless,10/6/2019 12:24:00 AM
26263,Gary's Theme - RemasteredBill Evans,10/5/2019 7:20:00 PM,Bill Evans,You Must Believe in Spring,Gary's Theme - Remastered,10/6/2019 12:20:00 AM
26264,Ruby My DearRoy Hargrove,10/5/2019 7:14:00 PM,Roy Hargrove,Approaching Standards,Ruby My Dear,10/6/2019 12:14:00 AM
26265,All I NeedStéphane Kerecki Quartet,10/5/2019 7:06:00 PM,Stéphane Kerecki Quartet,French Touch,All I Need,10/6/2019 12:06:00 AM
26266,HaupeDuke Ellington,10/5/2019 7:04:00 PM,Duke Ellington,Anatomy Of a Murder,Haupe,10/6/2019 12:04:00 AM
26267,KandaikiMammal Hands,10/5/2019 6:59:00 PM,Mammal Hands,Animalia,Kandaiki,10/5/2019 11:59:00 PM
26268,The Masquerade Is OverNancy Wilson,10/5/2019 6:56:00 PM,Nancy Wilson,Nancy Wilson/Cannonball Adderley,The Masquerade Is Over,10/5/2019 11:56:00 PM
26269,ThiernoNew Cool Collective,10/5/2019 6:51:00 PM,New Cool Collective,XXV,Thierno,10/5/2019 11:51:00 PM
26270,Whiskey Sun (feat. TJ O'Neill)Stick Figure,10/5/2019 6:38:00 PM,Stick Figure,World on Fire,Whiskey Sun (feat. TJ O'Neill),10/5/2019 11:38:00 PM
26271,World On fire (Feat. Slightly Stoopid)Stick Figure,10/5/2019 6:34:00 PM,Stick Figure,World on Fire,World On fire (Feat. Slightly Stoopid),10/5/2019 11:34:00 PM
26272,A Fine Way To DieGriz,10/5/2019 9:33:00 AM,Griz,Say It Loud,A Fine Way To Die,10/5/2019 2:33:00 PM
26273,Impression E MinorKrzysztof Kobylinski,10/4/2019 9:17:00 PM,Krzysztof Kobylinski,Give Me November,Impression E Minor,10/5/2019 2:17:00 AM
26274,You Know You Know - RemasteredMahavishnu Orchestra,10/4/2019 9:12:00 PM,Mahavishnu Orchestra,The Inner Mounting Flame,You Know You Know - Remastered,10/5/2019 2:12:00 AM
26275,When Sunny Gets BlueMcCoy Tyner,10/4/2019 9:07:00 PM,McCoy Tyner,Today and Tomorrow,When Sunny Gets Blue,10/5/2019 2:07:00 AM
26276,Crying ShamePegboard Nerds,10/4/2019 4:35:00 PM,Pegboard Nerds,Heart of the Universe,Crying Shame,10/4/2019 9:35:00 PM
26277,Wagon Wheel - Live at The RymanOld Crow Medicine Show,10/4/2019 4:30:00 PM,Old Crow Medicine Show,Live at The Ryman,Wagon Wheel - Live at The Ryman,10/4/2019 9:30:00 PM
26278,Take Me as I AmChris Lorenzo,10/4/2019 4:14:00 PM,Chris Lorenzo,Take Me as I Am,Take Me as I Am,10/4/2019 9:14:00 PM
26279,The Bones - with HozierMaren Morris,10/4/2019 4:11:00 PM,Maren Morris,The Bones (with Hozier),The Bones - with Hozier,10/4/2019 9:11:00 PM
26280,Half The Manrozzi,10/4/2019 12:52:00 PM,rozzi,Space,Half The Man,10/4/2019 5:52:00 PM
26281,Another LifetimeNao,10/4/2019 12:48:00 PM,Nao,Another Lifetime,Another Lifetime,10/4/2019 5:48:00 PM
